date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,source_row_id
2026-07-13,2026,7,13,chokepoint14,Luzon Strait,8,39,11,4,34,62,96,239349,4600159,72389,8467,2700362,4920366,7620728,38467
2026-07-14,2026,7,14,chokepoint14,Luzon Strait,17,45,8,10,33,80,113,421056,4452684,57190,26088,2788907,4957020,7745927,38468
2026-07-15,2026,7,15,chokepoint14,Luzon Strait,13,41,8,3,31,65,96,261202,2922306,34811,8224,1529924,3226545,4756469,38469
2026-07-16,2026,7,16,chokepoint14,Luzon Strait,8,45,14,1,28,68,96,312928,4601624,76600,0,1181737,4991153,6172891,38470
2026-07-17,2026,7,17,chokepoint14,Luzon Strait,13,42,5,5,23,65,88,240614,3649172,43168,10110,1269778,3943065,5212844,38471
2026-07-18,2026,7,18,chokepoint14,Luzon Strait,10,36,11,11,26,68,94,244918,3846412,117729,21386,1518265,4230446,5748712,38472
2026-07-19,2026,7,19,chokepoint14,Luzon Strait,9,46,4,4,34,63,97,222774,4503124,28475,6246,2426998,4760621,7187619,38473
2026-07-20,2026,7,20,chokepoint14,Luzon Strait,6,44,7,6,36,63,99,130631,4207871,30867,10590,1763170,4379960,6143131,38474
2026-07-21,2026,7,21,chokepoint14,Luzon Strait,22,40,9,8,34,79,113,599586,3643757,60016,24252,3859687,4327612,8187300,38475
2026-07-22,2026,7,22,chokepoint14,Luzon Strait,10,51,6,7,28,74,102,183704,5225213,35849,17007,888804,5461775,6350579,38476
2026-07-23,2026,7,23,chokepoint14,Luzon Strait,7,31,1,1,27,40,67,151286,3353745,35839,6492,1593245,3547364,5140610,38477
2026-07-24,2026,7,24,chokepoint14,Luzon Strait,5,12,0,2,11,19,30,150482,759455,0,0,285097,909937,1195035,38478
2026-07-25,2026,7,25,chokepoint14,Luzon Strait,34,92,10,6,50,142,192,952963,7738424,71382,25186,3390852,8787956,12178809,38479
2026-07-26,2026,7,26,chokepoint14,Luzon Strait,33,51,19,1,48,104,152,866672,6051583,104274,0,3331926,7022530,10354457,38480
2026-07-27,2026,7,27,chokepoint14,Luzon Strait,7,38,10,7,38,62,100,122118,2747344,50466,27432,2442506,2947360,5389866,38481
2026-07-28,2026,7,28,chokepoint14,Luzon Strait,19,51,5,5,24,80,104,435617,5044483,28061,7338,1250760,5515500,6766260,38482
2026-07-29,2026,7,29,chokepoint14,Luzon Strait,11,43,6,3,40,63,103,271003,4177390,58140,6785,3419197,4513319,7932517,38483
2026-07-30,2026,7,30,chokepoint14,Luzon Strait,15,43,10,3,31,71,102,227648,4658917,65073,13120,1651124,4964760,6615885,38484
2026-07-31,2026,7,31,chokepoint14,Luzon Strait,17,45,5,3,39,70,109,622049,6294680,20003,11518,1711393,6948252,8659646,38485
2026-07-01,2026,7,1,chokepoint15,Lombok Strait,0,27,1,0,9,28,37,0,3553614,627,0,347364,3554242,3901606,41231
2026-07-02,2026,7,2,chokepoint15,Lombok Strait,1,29,0,0,11,30,41,1797,3318427,0,0,30045,3320224,3350270,41232
2026-07-03,2026,7,3,chokepoint15,Lombok Strait,0,31,0,2,6,33,39,0,3164739,0,7130,112068,3171870,3283939,41233
2026-07-04,2026,7,4,chokepoint15,Lombok Strait,1,26,5,0,6,32,38,2074,2489220,11020,0,312325,2502316,2814642,41234
2026-07-05,2026,7,5,chokepoint15,Lombok Strait,0,28,1,0,6,29,35,0,2173344,2514,0,60197,2175858,2236056,41235
2026-07-06,2026,7,6,chokepoint15,Lombok Strait,0,24,0,1,12,25,37,0,2626399,0,3239,316150,2629639,2945789,41236
2026-07-07,2026,7,7,chokepoint15,Lombok Strait,0,18,1,0,5,19,24,0,1904107,5639,0,205208,1909746,2114954,41237
2026-07-08,2026,7,8,chokepoint15,Lombok Strait,0,27,1,1,8,29,37,0,2901617,2635,4456,174605,2908710,3083316,41238
2026-07-09,2026,7,9,chokepoint15,Lombok Strait,0,26,1,1,4,28,32,0,2274613,1824,267,273649,2276704,2550353,41239
2026-07-10,2026,7,10,chokepoint15,Lombok Strait,2,23,2,0,9,27,36,4768,2583892,0,0,166075,2588660,2754736,41240
2026-07-11,2026,7,11,chokepoint15,Lombok Strait,0,30,0,1,9,31,40,0,3279027,0,0,108367,3279027,3387395,41241
2026-07-12,2026,7,12,chokepoint15,Lombok Strait,0,33,2,0,7,35,42,0,3793059,21782,0,262984,3814841,4077826,41242
2026-07-13,2026,7,13,chokepoint15,Lombok Strait,0,23,1,0,9,24,33,0,1751306,0,0,208941,1751306,1960248,41243
2026-07-14,2026,7,14,chokepoint15,Lombok Strait,0,31,1,0,6,32,38,0,2559265,0,0,43270,2559265,2602535,41244
2026-07-15,2026,7,15,chokepoint15,Lombok Strait,0,36,3,0,5,39,44,0,3620233,15239,0,246896,3635472,3882369,41245
2026-07-16,2026,7,16,chokepoint15,Lombok Strait,3,25,5,1,8,34,42,4352,2557179,22134,0,180510,2583667,2764177,41246
2026-07-17,2026,7,17,chokepoint15,Lombok Strait,0,18,3,0,12,21,33,0,2105484,2489,0,138372,2107973,2246345,41247
2026-07-18,2026,7,18,chokepoint15,Lombok Strait,0,22,1,1,5,24,29,0,2598735,4541,4367,107524,2607644,2715169,41248
2026-07-19,2026,7,19,chokepoint15,Lombok Strait,2,21,1,0,7,24,31,1281,2068149,0,0,165390,2069431,2234821,41249
2026-07-20,2026,7,20,chokepoint15,Lombok Strait,0,19,1,0,7,20,27,0,2751881,0,0,128673,2751881,2880555,41250
2026-07-21,2026,7,21,chokepoint15,Lombok Strait,0,22,3,0,7,25,32,0,2713618,3060,0,20624,2716678,2737303,41251
2026-07-22,2026,7,22,chokepoint15,Lombok Strait,0,21,2,0,7,23,30,0,2844777,22261,0,88866,2867039,2955905,41252
2026-07-23,2026,7,23,chokepoint15,Lombok Strait,0,20,2,0,3,22,25,0,2298145,1633,0,19787,2299779,2319566,41253
2026-07-24,2026,7,24,chokepoint15,Lombok Strait,1,23,3,0,8,27,35,2074,2977358,8258,0,202505,2987691,3190196,41254
2026-07-25,2026,7,25,chokepoint15,Lombok Strait,0,22,1,0,9,23,32,0,3898272,1383,0,41383,3899655,3941039,41255
2026-07-26,2026,7,26,chokepoint15,Lombok Strait,0,20,0,1,4,21,25,0,1879063,0,6353,42652,1885416,1928068,41256
2026-07-27,2026,7,27,chokepoint15,Lombok Strait,0,27,0,1,13,28,41,0,2589080,0,0,214470,2589080,2803551,41257
2026-07-28,2026,7,28,chokepoint15,Lombok Strait,0,23,1,0,8,24,32,0,2034358,0,0,320349,2034358,2354708,41258
2026-07-29,2026,7,29,chokepoint15,Lombok Strait,0,22,0,1,10,23,33,0,3488737,0,0,32587,3488737,3521324,41259
2026-07-30,2026,7,30,chokepoint15,Lombok Strait,0,24,2,0,6,26,32,0,2657765,18362,0,30900,2676127,2707028,41260
2026-07-31,2026,7,31,chokepoint15,Lombok Strait,1,20,2,0,7,23,30,2074,1871504,8236,0,180382,1881815,2062198,41261
2026-07-01,2026,7,1,chokepoint16,Ombai Strait,1,2,1,0,2,4,6,43987,1305361,2996,0,65483,1352345,1417829,45609
2026-07-02,2026,7,2,chokepoint16,Ombai Strait,2,6,0,1,3,9,12,51622,401315,0,409,8780,453347,462127,45610
2026-07-03,2026,7,3,chokepoint16,Ombai Strait,0,0,1,0,0,1,1,0,0,1662,0,0,1662,1662,45611
2026-07-04,2026,7,4,chokepoint16,Ombai Strait,2,6,0,0,2,8,10,31663,405690,0,0,0,437353,437353,45612
2026-07-05,2026,7,5,chokepoint16,Ombai Strait,2,4,1,0,4,7,11,70110,1437127,9547,0,86830,1516785,1603616,45613
2026-07-06,2026,7,6,chokepoint16,Ombai Strait,0,3,0,0,5,3,8,0,1585261,0,0,110974,1585261,1696235,45614
2026-07-07,2026,7,7,chokepoint16,Ombai Strait,0,4,0,0,4,4,8,0,1397779,0,0,84006,1397779,1481786,45615
2026-07-08,2026,7,8,chokepoint16,Ombai Strait,0,7,0,0,2,7,9,0,1801027,0,0,10707,1801027,1811735,45616
2026-07-09,2026,7,9,chokepoint16,Ombai Strait,2,7,0,0,6,9,15,33775,1980954,0,0,176570,2014729,2191300,45617
2026-07-10,2026,7,10,chokepoint16,Ombai Strait,1,4,0,0,3,5,8,27718,1337836,0,0,0,1365554,1365554,45618
2026-07-11,2026,7,11,chokepoint16,Ombai Strait,2,4,3,0,5,9,14,6739,64961,8684,0,77946,80386,158333,45619
2026-07-12,2026,7,12,chokepoint16,Ombai Strait,0,4,0,0,2,4,6,0,301158,0,0,0,301158,301158,45620
2026-07-13,2026,7,13,chokepoint16,Ombai Strait,2,3,0,0,3,5,8,9916,438131,0,0,7578,448048,455627,45621
2026-07-14,2026,7,14,chokepoint16,Ombai Strait,1,3,1,0,3,5,8,3365,398181,4626,0,36538,406173,442711,45622
2026-07-15,2026,7,15,chokepoint16,Ombai Strait,1,2,0,0,3,3,6,8987,268783,0,0,66877,277771,344648,45623
2026-07-16,2026,7,16,chokepoint16,Ombai Strait,0,3,2,0,3,5,8,0,294209,5572,0,36995,299782,336777,45624
2026-07-17,2026,7,17,chokepoint16,Ombai Strait,2,5,2,1,1,10,11,48450,1975795,21761,5921,0,2051930,2051930,45625
2026-07-18,2026,7,18,chokepoint16,Ombai Strait,1,4,0,0,6,5,11,1776,197748,0,0,235554,199524,435079,45626
2026-07-19,2026,7,19,chokepoint16,Ombai Strait,2,9,0,0,3,11,14,37872,373532,0,0,7775,411404,419180,45627
2026-07-20,2026,7,20,chokepoint16,Ombai Strait,1,11,1,0,9,13,22,22338,1589395,5049,0,153745,1616783,1770529,45628
2026-07-21,2026,7,21,chokepoint16,Ombai Strait,1,6,0,1,3,8,11,6914,0,0,6467,248395,13381,261777,45629
2026-07-22,2026,7,22,chokepoint16,Ombai Strait,0,9,0,0,4,9,13,0,402902,0,0,42422,402902,445325,45630
2026-07-23,2026,7,23,chokepoint16,Ombai Strait,0,3,1,0,6,4,10,0,168788,4336,0,101317,173124,274442,45631
2026-07-24,2026,7,24,chokepoint16,Ombai Strait,1,1,1,0,3,3,6,19834,252571,15032,0,21876,287438,309314,45632
2026-07-25,2026,7,25,chokepoint16,Ombai Strait,2,4,1,0,2,7,9,10265,1114,1986,0,0,13367,13367,45633
2026-07-26,2026,7,26,chokepoint16,Ombai Strait,0,8,0,0,3,8,11,0,491049,0,0,0,491049,491049,45634
2026-07-27,2026,7,27,chokepoint16,Ombai Strait,1,5,0,0,2,6,8,23822,352723,0,0,76174,376546,452721,45635
2026-07-28,2026,7,28,chokepoint16,Ombai Strait,0,4,0,0,2,4,6,0,206652,0,0,82502,206652,289154,45636
2026-07-29,2026,7,29,chokepoint16,Ombai Strait,3,1,0,0,3,4,7,45144,25882,0,0,0,71027,71027,45637
2026-07-30,2026,7,30,chokepoint16,Ombai Strait,0,4,1,0,2,5,7,0,775106,2499,0,24425,777606,802031,45638
2026-07-31,2026,7,31,chokepoint16,Ombai Strait,3,4,2,0,1,9,10,78219,140776,3060,0,0,222056,222056,45639
2026-07-15,2026,7,15,chokepoint17,Bohai Strait,16,66,19,1,33,102,135,181376,3409619,91462,1037,841224,3683496,4524720,46613
2026-07-01,2026,7,1,chokepoint17,Bohai Strait,23,81,19,4,36,127,163,313570,4927682,88451,16213,1270759,5345918,6616677,46788
2026-07-02,2026,7,2,chokepoint17,Bohai Strait,14,98,15,1,29,128,157,347441,4720928,34278,2984,401080,5105632,5506712,46789
2026-07-03,2026,7,3,chokepoint17,Bohai Strait,18,88,24,1,24,131,155,315622,4358279,130494,2959,216792,4807355,5024148,46790
2026-07-04,2026,7,4,chokepoint17,Bohai Strait,16,85,20,2,26,123,149,325827,3788441,88267,1318,632600,4203856,4836456,46791
2026-07-05,2026,7,5,chokepoint17,Bohai Strait,24,95,16,3,33,138,171,426350,4651579,37707,9399,477653,5125035,5602689,46792
2026-07-06,2026,7,6,chokepoint17,Bohai Strait,22,97,16,0,20,135,155,513896,6047413,85568,0,363920,6646879,7010800,46793
2026-07-07,2026,7,7,chokepoint17,Bohai Strait,17,90,10,0,31,117,148,302585,4291210,17489,0,212311,4611285,4823596,46794
2026-07-08,2026,7,8,chokepoint17,Bohai Strait,21,85,21,2,34,129,163,324027,5697377,98401,1879,565758,6121685,6687444,46795
2026-07-09,2026,7,9,chokepoint17,Bohai Strait,17,74,17,1,15,109,124,369106,3838976,62251,0,381621,4270334,4651955,46796
2026-07-10,2026,7,10,chokepoint17,Bohai Strait,23,74,10,2,16,109,125,469064,2945144,37657,0,423434,3451866,3875300,46797
2026-07-11,2026,7,11,chokepoint17,Bohai Strait,20,56,7,0,20,83,103,388746,3593992,13388,0,333803,3996127,4329930,46798
2026-07-12,2026,7,12,chokepoint17,Bohai Strait,21,136,16,0,22,173,195,554231,7640004,66406,0,219577,8260642,8480219,46799
2026-07-13,2026,7,13,chokepoint17,Bohai Strait,14,55,11,4,16,84,100,255807,2181296,39334,5717,467816,2482155,2949971,46800
2026-07-14,2026,7,14,chokepoint17,Bohai Strait,22,64,20,0,41,106,147,467885,3351265,71642,0,516377,3890793,4407171,46801
2026-07-16,2026,7,16,chokepoint17,Bohai Strait,18,88,18,0,27,124,151,446594,7917068,51587,0,326396,8415250,8741647,46802
2026-07-17,2026,7,17,chokepoint17,Bohai Strait,21,71,17,1,26,110,136,291698,6315196,58932,1318,942378,6667146,7609525,46803
2026-07-18,2026,7,18,chokepoint17,Bohai Strait,23,75,17,0,32,115,147,484345,3353210,81673,0,601329,3919230,4520559,46804
2026-07-19,2026,7,19,chokepoint17,Bohai Strait,25,95,17,0,35,137,172,468497,4938882,57498,0,667255,5464878,6132133,46805
2026-07-20,2026,7,20,chokepoint17,Bohai Strait,20,91,18,3,38,132,170,327171,3995452,60021,9084,251902,4391730,4643632,46806
2026-07-21,2026,7,21,chokepoint17,Bohai Strait,24,107,17,0,38,148,186,570326,5875448,45383,0,237806,6491157,6728964,46807
2026-07-22,2026,7,22,chokepoint17,Bohai Strait,21,84,23,1,32,129,161,437882,4504603,91449,0,435012,5033935,5468948,46808
2026-07-23,2026,7,23,chokepoint17,Bohai Strait,17,96,23,2,39,138,177,424668,4392726,72558,1533,443428,4891487,5334915,46809
2026-07-24,2026,7,24,chokepoint17,Bohai Strait,18,107,12,2,34,139,173,245996,4737073,60805,7050,235862,5050925,5286788,46810
2026-07-25,2026,7,25,chokepoint17,Bohai Strait,16,106,29,0,41,151,192,202397,5278311,131453,0,435649,5612162,6047811,46811
2026-07-26,2026,7,26,chokepoint17,Bohai Strait,17,81,15,0,38,113,151,422251,4237202,46464,0,1111933,4705917,5817850,46812
2026-07-27,2026,7,27,chokepoint17,Bohai Strait,16,90,17,0,30,123,153,285116,4683813,46778,0,238077,5015708,5253785,46813
2026-07-28,2026,7,28,chokepoint17,Bohai Strait,21,84,19,1,23,125,148,457822,6984403,76129,1301,821271,7519656,8340927,46814
2026-07-29,2026,7,29,chokepoint17,Bohai Strait,18,90,13,1,40,122,162,462186,4560958,24812,0,499994,5047957,5547952,46815
2026-07-30,2026,7,30,chokepoint17,Bohai Strait,17,101,21,0,30,139,169,448545,7174994,131980,0,660134,7755520,8415654,46816
2026-07-31,2026,7,31,chokepoint17,Bohai Strait,17,91,23,1,30,132,162,255456,7546663,96952,1030,950367,7900103,8850470,46817
2026-07-01,2026,7,1,chokepoint18,Torres Strait,2,7,2,0,2,11,13,64696,246176,13141,0,73442,324014,397456,48365
2026-07-02,2026,7,2,chokepoint18,Torres Strait,0,4,1,0,3,5,8,0,0,6742,0,0,6742,6742,48366
2026-07-03,2026,7,3,chokepoint18,Torres Strait,2,5,1,0,2,8,10,43211,154812,929,0,0,198953,198953,48367
2026-07-04,2026,7,4,chokepoint18,Torres Strait,1,3,2,1,1,7,8,43987,161127,4657,5171,0,214944,214944,48368
2026-07-05,2026,7,5,chokepoint18,Torres Strait,3,1,0,0,0,4,4,10297,0,0,0,0,10297,10297,48369
2026-07-06,2026,7,6,chokepoint18,Torres Strait,1,6,0,0,4,7,11,19541,265072,0,0,76914,284614,361529,48370
2026-07-07,2026,7,7,chokepoint18,Torres Strait,3,3,0,0,0,6,6,98452,26439,0,0,0,124891,124891,48371
2026-07-08,2026,7,8,chokepoint18,Torres Strait,1,3,2,0,2,6,8,6376,103696,2252,0,38088,112325,150413,48372
2026-07-09,2026,7,9,chokepoint18,Torres Strait,2,5,1,0,2,8,10,37315,147925,1433,0,5158,186674,191833,48373
2026-07-10,2026,7,10,chokepoint18,Torres Strait,0,3,0,1,2,4,6,0,0,0,4389,41731,4389,46120,48374
2026-07-11,2026,7,11,chokepoint18,Torres Strait,0,10,1,0,3,11,14,0,313446,1605,0,84006,315052,399059,48375
2026-07-12,2026,7,12,chokepoint18,Torres Strait,0,4,0,0,1,4,5,0,145604,0,0,10474,145604,156079,48376
2026-07-13,2026,7,13,chokepoint18,Torres Strait,0,5,0,0,3,5,8,0,311569,0,0,74456,311569,386026,48377
2026-07-14,2026,7,14,chokepoint18,Torres Strait,3,5,1,0,1,9,10,96415,60776,0,0,7066,157192,164258,48378
2026-07-15,2026,7,15,chokepoint18,Torres Strait,2,9,2,1,2,14,16,24273,388679,2252,5574,39177,420780,459957,48379
2026-07-16,2026,7,16,chokepoint18,Torres Strait,2,1,0,0,1,3,4,35790,40700,0,0,7775,76490,84266,48380
2026-07-17,2026,7,17,chokepoint18,Torres Strait,0,3,0,0,3,3,6,0,152922,0,0,143106,152922,296028,48381
2026-07-18,2026,7,18,chokepoint18,Torres Strait,2,3,2,0,3,7,10,29252,0,2609,0,40096,31862,71958,48382
2026-07-19,2026,7,19,chokepoint18,Torres Strait,1,3,0,1,0,5,5,8987,75220,0,5921,0,90130,90130,48383
2026-07-20,2026,7,20,chokepoint18,Torres Strait,2,4,0,0,2,6,8,49863,90658,0,0,36995,140522,177517,48384
2026-07-21,2026,7,21,chokepoint18,Torres Strait,1,3,1,0,1,5,6,41992,75276,21054,0,0,138322,138322,48385
2026-07-22,2026,7,22,chokepoint18,Torres Strait,1,4,2,0,1,7,8,10265,115984,3152,0,40219,129402,169621,48386
2026-07-23,2026,7,23,chokepoint18,Torres Strait,0,6,0,0,2,6,8,0,33514,0,0,59424,33514,92938,48387
2026-07-24,2026,7,24,chokepoint18,Torres Strait,0,5,0,1,3,6,9,0,388033,0,6467,150778,394500,545278,48388
2026-07-25,2026,7,25,chokepoint18,Torres Strait,1,6,1,0,4,8,12,36599,78172,1175,0,85699,115947,201647,48389
2026-07-26,2026,7,26,chokepoint18,Torres Strait,0,6,2,0,1,8,9,0,30999,17635,0,0,48635,48635,48390
2026-07-27,2026,7,27,chokepoint18,Torres Strait,1,4,0,0,1,5,6,19834,195004,0,0,13753,214838,228592,48391
2026-07-28,2026,7,28,chokepoint18,Torres Strait,2,4,0,0,1,6,7,88543,232587,0,0,0,321130,321130,48392
2026-07-29,2026,7,29,chokepoint18,Torres Strait,1,3,1,1,0,6,6,28607,68275,499,0,0,97382,97382,48393
2026-07-30,2026,7,30,chokepoint18,Torres Strait,3,2,2,2,3,9,12,58040,311569,13638,0,149116,383248,532364,48394
2026-07-31,2026,7,31,chokepoint18,Torres Strait,1,3,0,0,3,4,7,43233,29956,0,0,41731,73189,114920,48395
2026-07-01,2026,7,1,chokepoint19,Sunda Strait,3,10,5,0,14,18,32,93279,419058,21577,0,248078,533914,781993,52343
2026-07-02,2026,7,2,chokepoint19,Sunda Strait,3,12,4,1,18,20,38,56781,308236,2479,0,738648,367497,1106146,52344
2026-07-03,2026,7,3,chokepoint19,Sunda Strait,2,10,2,2,10,16,26,24665,1108096,2385,11993,126246,1147140,1273386,52345
2026-07-04,2026,7,4,chokepoint19,Sunda Strait,4,6,3,1,12,14,26,168096,394346,633,6187,474610,569264,1043874,52346
2026-07-05,2026,7,5,chokepoint19,Sunda Strait,5,19,1,0,9,25,34,238502,853010,544,0,212641,1092056,1304698,52347
2026-07-06,2026,7,6,chokepoint19,Sunda Strait,3,13,4,1,11,21,32,69122,300228,7575,0,701022,376927,1077950,52348
2026-07-07,2026,7,7,chokepoint19,Sunda Strait,4,11,1,2,14,18,32,141298,767941,0,6618,140925,915858,1056784,52349
2026-07-08,2026,7,8,chokepoint19,Sunda Strait,1,15,3,2,17,21,38,49147,1058319,2622,10070,313038,1120160,1433199,52350
2026-07-09,2026,7,9,chokepoint19,Sunda Strait,2,16,2,0,9,20,29,21262,573432,700,0,363251,595394,958646,52351
2026-07-10,2026,7,10,chokepoint19,Sunda Strait,3,11,5,1,7,20,27,4310,858497,2783,0,488126,865591,1353717,52352
2026-07-11,2026,7,11,chokepoint19,Sunda Strait,4,14,3,1,12,22,34,114732,721321,7666,12934,233540,856654,1090194,52353
2026-07-12,2026,7,12,chokepoint19,Sunda Strait,3,9,5,0,12,17,29,92979,697937,3307,0,998656,794224,1792881,52354
2026-07-13,2026,7,13,chokepoint19,Sunda Strait,6,18,4,3,12,31,43,299901,1457922,13056,8314,400810,1779195,2180005,52355
2026-07-14,2026,7,14,chokepoint19,Sunda Strait,2,11,1,0,10,14,24,89660,649053,6799,0,385662,745513,1131175,52356
2026-07-15,2026,7,15,chokepoint19,Sunda Strait,5,9,3,0,9,17,26,137639,607690,48247,0,180887,793577,974465,52357
2026-07-16,2026,7,16,chokepoint19,Sunda Strait,1,12,5,0,14,18,32,81864,1079755,79490,0,705442,1241110,1946552,52358
2026-07-17,2026,7,17,chokepoint19,Sunda Strait,6,12,5,2,11,25,36,92849,241767,11582,0,224184,346199,570383,52359
2026-07-18,2026,7,18,chokepoint19,Sunda Strait,5,7,3,2,12,17,29,162402,824294,10115,6492,598839,1003305,1602145,52360
2026-07-19,2026,7,19,chokepoint19,Sunda Strait,2,7,1,2,12,12,24,50745,831350,8882,7296,419820,898275,1318095,52361
2026-07-20,2026,7,20,chokepoint19,Sunda Strait,7,14,3,3,15,27,42,190437,1039958,4925,3777,303802,1239099,1542902,52362
2026-07-21,2026,7,21,chokepoint19,Sunda Strait,1,14,2,0,10,17,27,16447,1693943,1593,0,142476,1711984,1854461,52363
2026-07-22,2026,7,22,chokepoint19,Sunda Strait,2,21,1,0,13,24,37,35520,1780420,5075,0,513543,1821015,2334559,52364
2026-07-23,2026,7,23,chokepoint19,Sunda Strait,7,11,4,1,19,23,42,209477,568921,6023,3051,977694,787474,1765168,52365
2026-07-24,2026,7,24,chokepoint19,Sunda Strait,1,13,5,2,12,21,33,26515,342863,10590,10280,190067,390250,580317,52366
2026-07-25,2026,7,25,chokepoint19,Sunda Strait,5,11,0,1,10,17,27,149275,851271,0,7047,154296,1007593,1161890,52367
2026-07-26,2026,7,26,chokepoint19,Sunda Strait,5,13,3,0,17,21,38,128325,756679,8014,0,762827,893019,1655847,52368
2026-07-27,2026,7,27,chokepoint19,Sunda Strait,10,8,2,0,9,20,29,94439,344245,538,0,199972,439223,639195,52369
2026-07-28,2026,7,28,chokepoint19,Sunda Strait,5,6,3,2,12,16,28,237204,325549,6712,12516,268301,581982,850283,52370
2026-07-29,2026,7,29,chokepoint19,Sunda Strait,5,13,4,0,10,22,32,83418,992480,19287,0,108908,1095185,1204094,52371
2026-07-30,2026,7,30,chokepoint19,Sunda Strait,2,17,2,0,10,21,31,4915,731079,30919,0,152876,766914,919791,52372
2026-07-31,2026,7,31,chokepoint19,Sunda Strait,6,17,3,1,13,27,40,279289,1218213,46446,0,129531,1543948,1673480,52373
2026-07-01,2026,7,1,chokepoint20,Makassar Strait,0,39,1,1,3,41,44,0,2564450,0,2367,8141,2566818,2574959,54721
2026-07-02,2026,7,2,chokepoint20,Makassar Strait,4,31,1,0,5,36,41,45964,1397379,0,0,77127,1443344,1520471,54722
2026-07-03,2026,7,3,chokepoint20,Makassar Strait,2,50,0,0,6,52,58,35306,3050491,0,0,272981,3085797,3358779,54723
2026-07-04,2026,7,4,chokepoint20,Makassar Strait,0,35,3,0,9,38,47,0,3973943,8483,0,31119,3982427,4013547,54724
2026-07-05,2026,7,5,chokepoint20,Makassar Strait,4,38,8,1,10,51,61,69418,2980080,4993,3239,99922,3057731,3157654,54725
2026-07-06,2026,7,6,chokepoint20,Makassar Strait,1,44,5,1,7,51,58,4674,3297686,27425,4456,114121,3334242,3448364,54726
2026-07-07,2026,7,7,chokepoint20,Makassar Strait,2,49,1,0,7,52,59,23152,3280620,3562,0,101990,3307335,3409326,54727
2026-07-08,2026,7,8,chokepoint20,Makassar Strait,2,36,3,0,7,41,48,27545,2430973,3959,0,183581,2462478,2646059,54728
2026-07-09,2026,7,9,chokepoint20,Makassar Strait,3,34,3,0,5,40,45,35207,2675593,3246,0,234818,2714047,2948865,54729
2026-07-10,2026,7,10,chokepoint20,Makassar Strait,3,44,4,0,6,51,57,11048,3517383,15634,0,132143,3544066,3676209,54730
2026-07-11,2026,7,11,chokepoint20,Makassar Strait,2,40,5,0,4,47,51,20999,2316435,7179,0,61750,2344614,2406365,54731
2026-07-12,2026,7,12,chokepoint20,Makassar Strait,1,50,3,2,6,56,62,28863,3473898,3953,267,14836,3506982,3521819,54732
2026-07-13,2026,7,13,chokepoint20,Makassar Strait,3,48,5,0,5,56,61,30760,3486674,14640,0,13327,3532075,3545402,54733
2026-07-14,2026,7,14,chokepoint20,Makassar Strait,0,45,4,0,2,49,51,0,4308231,25523,0,157121,4333755,4490877,54734
2026-07-15,2026,7,15,chokepoint20,Makassar Strait,2,32,4,0,4,38,42,11643,2411923,313,0,39757,2423881,2463638,54735
2026-07-16,2026,7,16,chokepoint20,Makassar Strait,0,31,1,0,3,32,35,0,2263276,0,0,0,2263276,2263276,54736
2026-07-17,2026,7,17,chokepoint20,Makassar Strait,5,32,2,1,7,40,47,67251,2748769,3472,0,156443,2819494,2975938,54737
2026-07-18,2026,7,18,chokepoint20,Makassar Strait,3,38,1,0,7,42,49,37188,3845305,537,0,456511,3883032,4339543,54738
2026-07-19,2026,7,19,chokepoint20,Makassar Strait,1,44,5,1,5,51,56,11049,3154785,7489,4367,7376,3177692,3185068,54739
2026-07-20,2026,7,20,chokepoint20,Makassar Strait,1,27,0,0,3,28,31,20576,2206543,0,0,53461,2227119,2280581,54740
2026-07-21,2026,7,21,chokepoint20,Makassar Strait,5,33,1,0,6,39,45,44344,2887501,3019,0,89739,2934865,3024604,54741
2026-07-22,2026,7,22,chokepoint20,Makassar Strait,1,39,3,0,3,43,46,3178,2262289,7917,0,120425,2273385,2393811,54742
2026-07-23,2026,7,23,chokepoint20,Makassar Strait,2,46,5,0,6,53,59,24784,5186181,5482,0,125616,5216449,5342065,54743
2026-07-24,2026,7,24,chokepoint20,Makassar Strait,3,37,5,0,3,45,48,47239,2368922,48830,0,12037,2464992,2477029,54744
2026-07-25,2026,7,25,chokepoint20,Makassar Strait,1,36,4,1,4,42,46,16918,1764822,14434,6353,6594,1802528,1809122,54745
2026-07-26,2026,7,26,chokepoint20,Makassar Strait,0,43,8,1,8,52,60,0,2990910,13952,545,102716,3005409,3108125,54746
2026-07-27,2026,7,27,chokepoint20,Makassar Strait,1,40,4,0,9,45,54,6911,3763173,18209,0,58727,3788295,3847023,54747
2026-07-28,2026,7,28,chokepoint20,Makassar Strait,5,27,2,1,9,35,44,87029,2640018,4784,0,179374,2731832,2911206,54748
2026-07-29,2026,7,29,chokepoint20,Makassar Strait,1,41,2,0,4,44,48,9494,1750942,6196,0,18011,1766633,1784644,54749
2026-07-30,2026,7,30,chokepoint20,Makassar Strait,2,50,1,1,5,54,59,19586,3553877,0,0,3340,3573463,3576803,54750
2026-07-31,2026,7,31,chokepoint20,Makassar Strait,3,51,3,0,5,57,62,25330,4287569,10621,0,17557,4323521,4341078,54751
